show_id,date,venue,city,state,country,tour_name,setlist,rating,reviews,venue_id,permalink
1324421184,2000-02-16,7th House,Pontiac,MI,USA,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,1051,https://phish.net/setlists/jon-fishman-february-16-2000-7th-house-pontiac-mi-usa.html
1324421244,2000-02-17,7th House,Pontiac,MI,USA,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,1051,https://phish.net/setlists/jon-fishman-february-17-2000-7th-house-pontiac-mi-usa.html
1332987825,2000-02-17,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/guest-appearance-february-17-2000-higher-ground-winooski-vt-usa.html
1324421335,2000-02-18,The Opera House,"Toronto, Ontario",,Canada,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,1052,https://phish.net/setlists/jon-fishman-february-18-2000-the-opera-house-toronto-ontario-canada.html
1324421709,2000-02-19,Smith Opera House,Geneva,NY,USA,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,175,https://phish.net/setlists/jon-fishman-february-19-2000-smith-opera-house-geneva-ny-usa.html
1332718205,2000-02-21,"Patrick Gymnasium, University of Vermont",Burlington,VT,USA,Not Part of a Tour,,,,277,https://phish.net/setlists/guest-appearance-february-21-2000-patrick-gymnasium-university-of-vermont-burlington-vt-usa.html
1332991111,2000-02-24,Grand Olympic Auditorium,Los Angeles,CA,USA,Not Part of a Tour,,,,1203,https://phish.net/setlists/trey-anastasio-february-24-2000-grand-olympic-auditorium-los-angeles-ca-usa.html
1333507392,2000-02-26,The Brandy House,Atlanta,GA,USA,Not Part of a Tour,,,,1207,https://phish.net/setlists/guest-appearance-february-26-2000-the-brandy-house-atlanta-ga-usa.html
1326762592,2000-03-10,Henry J. Kaiser Auditorium,Oakland,CA,USA,Not Part of a Tour,,,,1148,https://phish.net/setlists/guest-appearance-march-10-2000-henry-j-kaiser-auditorium-oakland-ca-usa.html
1324575309,2000-03-24,Snow Barn,Mt. Snow,VT,USA,Fish - Pork Tornado Spring 2000,,,,1098,https://phish.net/setlists/jon-fishman-march-24-2000-snow-barn-mt-snow-vt-usa.html
1324575365,2000-03-25,Pearl Street Ballroom,Northampton,MA,USA,Fish - Pork Tornado Spring 2000,,,,233,https://phish.net/setlists/jon-fishman-march-25-2000-pearl-street-ballroom-northampton-ma-usa.html
1324575423,2000-03-26,Stone Coast Brewing Co.,Portland,ME,USA,Fish - Pork Tornado Spring 2000,,,,1092,https://phish.net/setlists/jon-fishman-march-26-2000-stone-coast-brewing-co-portland-me-usa.html
1324575531,2000-03-28,Axis,Boston,MA,USA,Fish - Pork Tornado Spring 2000,,,,1099,https://phish.net/setlists/jon-fishman-march-28-2000-axis-boston-ma-usa.html
1324572942,2000-03-29,Higher Ground,Winooski,VT,USA,Fish - Pork Tornado Spring 2000,,,,278,https://phish.net/setlists/jon-fishman-march-29-2000-higher-ground-winooski-vt-usa.html
1324572787,2000-03-30,Pickle Barrel Pub,Killington,VT,USA,Fish - Pork Tornado Spring 2000,,,,537,https://phish.net/setlists/jon-fishman-march-30-2000-pickle-barrel-pub-killington-vt-usa.html
1324572010,2000-03-31,Theatre of the Living Arts,Philadelphia,PA,USA,Fish - Pork Tornado Spring 2000,,,,846,https://phish.net/setlists/jon-fishman-march-31-2000-theatre-of-the-living-arts-philadelphia-pa-usa.html
1324573152,2000-04-01,The Met,Providence,RI,USA,Fish - Pork Tornado Spring 2000,,,,1095,https://phish.net/setlists/jon-fishman-april-01-2000-the-met-providence-ri-usa.html
1324573909,2000-04-02,Toad's Place,New Haven,CT,USA,Fish - Pork Tornado Spring 2000,,,,47,https://phish.net/setlists/jon-fishman-april-02-2000-toads-place-new-haven-ct-usa.html
1324572110,2000-04-04,The Wetlands Preserve,New York,NY,USA,Fish - Pork Tornado Spring 2000,,,,79,https://phish.net/setlists/jon-fishman-april-04-2000-the-wetlands-preserve-new-york-ny-usa.html
1324574042,2000-04-05,Lost Horizon,Syracuse,NY,USA,Fish - Pork Tornado Spring 2000,,,,1097,https://phish.net/setlists/jon-fishman-april-05-2000-lost-horizon-syracuse-ny-usa.html
1324574265,2000-04-06,Milestones,Rochester,NY,USA,Fish - Pork Tornado Spring 2000,,,,1044,https://phish.net/setlists/jon-fishman-april-06-2000-milestones-rochester-ny-usa.html
1324575641,2000-04-07,The Odeon,Cleveland,OH,USA,Fish - Pork Tornado Spring 2000,,,,1046,https://phish.net/setlists/jon-fishman-april-07-2000-the-odeon-cleveland-oh-usa.html
1324575752,2000-04-08,Newport Music Hall,Columbus,OH,USA,Fish - Pork Tornado Spring 2000,,,,311,https://phish.net/setlists/jon-fishman-april-08-2000-newport-music-hall-columbus-oh-usa.html
1326772368,2000-04-08,The Orpheum Theatre,Boston,MA,USA,Not Part of a Tour,,,,190,https://phish.net/setlists/guest-appearance-april-08-2000-the-orpheum-theatre-boston-ma-usa.html
1324572272,2000-04-09,The Blind Pig,Ann Arbor,MI,USA,Fish - Pork Tornado Spring 2000,,,,854,https://phish.net/setlists/jon-fishman-april-09-2000-the-blind-pig-ann-arbor-mi-usa.html
1324575861,2000-04-11,Bluebird Nightclub,Bloomington,IN,USA,Fish - Pork Tornado Spring 2000,,,,833,https://phish.net/setlists/jon-fishman-april-11-2000-bluebird-nightclub-bloomington-in-usa.html
1324575924,2000-04-12,The Blue Note,Columbia,MO,USA,Fish - Pork Tornado Spring 2000,,,,107,https://phish.net/setlists/jon-fishman-april-12-2000-the-blue-note-columbia-mo-usa.html
1324576024,2000-04-13,"The Gargoyle, Washington University",St. Louis,MO,USA,Fish - Pork Tornado Spring 2000,,,,1100,https://phish.net/setlists/jon-fishman-april-13-2000-the-gargoyle-washington-university-st-louis-mo-usa.html
1324576093,2000-04-14,The Rave,Milwaukee,WI,USA,Fish - Pork Tornado Spring 2000,,,,147,https://phish.net/setlists/jon-fishman-april-14-2000-the-rave-milwaukee-wi-usa.html
1324576202,2000-04-15,Double Door,Chicago,IL,USA,Fish - Pork Tornado Spring 2000,,,,1101,https://phish.net/setlists/jon-fishman-april-15-2000-double-door-chicago-il-usa.html
