show_id,date,venue,city,state,country,tour_name,setlist,rating,reviews,venue_id,permalink
1324421184,2000-02-16,7th House,Pontiac,MI,USA,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,1051,https://phish.net/setlists/jon-fishman-february-16-2000-7th-house-pontiac-mi-usa.html
1324421244,2000-02-17,7th House,Pontiac,MI,USA,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,1051,https://phish.net/setlists/jon-fishman-february-17-2000-7th-house-pontiac-mi-usa.html
1332987825,2000-02-17,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/guest-appearance-february-17-2000-higher-ground-winooski-vt-usa.html
1324421335,2000-02-18,The Opera House,"Toronto, Ontario",,Canada,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,1052,https://phish.net/setlists/jon-fishman-february-18-2000-the-opera-house-toronto-ontario-canada.html
1324421709,2000-02-19,Smith Opera House,Geneva,NY,USA,Fish - Jazz Mandolin Project Winter 2000 Tour,,,,175,https://phish.net/setlists/jon-fishman-february-19-2000-smith-opera-house-geneva-ny-usa.html
1332718205,2000-02-21,"Patrick Gymnasium, University of Vermont",Burlington,VT,USA,Not Part of a Tour,,,,277,https://phish.net/setlists/guest-appearance-february-21-2000-patrick-gymnasium-university-of-vermont-burlington-vt-usa.html
1332991111,2000-02-24,Grand Olympic Auditorium,Los Angeles,CA,USA,Not Part of a Tour,,,,1203,https://phish.net/setlists/trey-anastasio-february-24-2000-grand-olympic-auditorium-los-angeles-ca-usa.html
1333507392,2000-02-26,The Brandy House,Atlanta,GA,USA,Not Part of a Tour,,,,1207,https://phish.net/setlists/guest-appearance-february-26-2000-the-brandy-house-atlanta-ga-usa.html
1326762592,2000-03-10,Henry J. Kaiser Auditorium,Oakland,CA,USA,Not Part of a Tour,,,,1148,https://phish.net/setlists/guest-appearance-march-10-2000-henry-j-kaiser-auditorium-oakland-ca-usa.html
1324575309,2000-03-24,Snow Barn,Mt. Snow,VT,USA,Fish - Pork Tornado Spring 2000,,,,1098,https://phish.net/setlists/jon-fishman-march-24-2000-snow-barn-mt-snow-vt-usa.html
1324575365,2000-03-25,Pearl Street Ballroom,Northampton,MA,USA,Fish - Pork Tornado Spring 2000,,,,233,https://phish.net/setlists/jon-fishman-march-25-2000-pearl-street-ballroom-northampton-ma-usa.html
1324575423,2000-03-26,Stone Coast Brewing Co.,Portland,ME,USA,Fish - Pork Tornado Spring 2000,,,,1092,https://phish.net/setlists/jon-fishman-march-26-2000-stone-coast-brewing-co-portland-me-usa.html
1324575531,2000-03-28,Axis,Boston,MA,USA,Fish - Pork Tornado Spring 2000,,,,1099,https://phish.net/setlists/jon-fishman-march-28-2000-axis-boston-ma-usa.html
1324572942,2000-03-29,Higher Ground,Winooski,VT,USA,Fish - Pork Tornado Spring 2000,,,,278,https://phish.net/setlists/jon-fishman-march-29-2000-higher-ground-winooski-vt-usa.html
1324572787,2000-03-30,Pickle Barrel Pub,Killington,VT,USA,Fish - Pork Tornado Spring 2000,,,,537,https://phish.net/setlists/jon-fishman-march-30-2000-pickle-barrel-pub-killington-vt-usa.html
1324572010,2000-03-31,Theatre of the Living Arts,Philadelphia,PA,USA,Fish - Pork Tornado Spring 2000,,,,846,https://phish.net/setlists/jon-fishman-march-31-2000-theatre-of-the-living-arts-philadelphia-pa-usa.html
1324573152,2000-04-01,The Met,Providence,RI,USA,Fish - Pork Tornado Spring 2000,,,,1095,https://phish.net/setlists/jon-fishman-april-01-2000-the-met-providence-ri-usa.html
1324573909,2000-04-02,Toad's Place,New Haven,CT,USA,Fish - Pork Tornado Spring 2000,,,,47,https://phish.net/setlists/jon-fishman-april-02-2000-toads-place-new-haven-ct-usa.html
1324572110,2000-04-04,The Wetlands Preserve,New York,NY,USA,Fish - Pork Tornado Spring 2000,,,,79,https://phish.net/setlists/jon-fishman-april-04-2000-the-wetlands-preserve-new-york-ny-usa.html
1324574042,2000-04-05,Lost Horizon,Syracuse,NY,USA,Fish - Pork Tornado Spring 2000,,,,1097,https://phish.net/setlists/jon-fishman-april-05-2000-lost-horizon-syracuse-ny-usa.html
1324574265,2000-04-06,Milestones,Rochester,NY,USA,Fish - Pork Tornado Spring 2000,,,,1044,https://phish.net/setlists/jon-fishman-april-06-2000-milestones-rochester-ny-usa.html
1324575641,2000-04-07,The Odeon,Cleveland,OH,USA,Fish - Pork Tornado Spring 2000,,,,1046,https://phish.net/setlists/jon-fishman-april-07-2000-the-odeon-cleveland-oh-usa.html
1324575752,2000-04-08,Newport Music Hall,Columbus,OH,USA,Fish - Pork Tornado Spring 2000,,,,311,https://phish.net/setlists/jon-fishman-april-08-2000-newport-music-hall-columbus-oh-usa.html
1326772368,2000-04-08,The Orpheum Theatre,Boston,MA,USA,Not Part of a Tour,,,,190,https://phish.net/setlists/guest-appearance-april-08-2000-the-orpheum-theatre-boston-ma-usa.html
1324572272,2000-04-09,The Blind Pig,Ann Arbor,MI,USA,Fish - Pork Tornado Spring 2000,,,,854,https://phish.net/setlists/jon-fishman-april-09-2000-the-blind-pig-ann-arbor-mi-usa.html
1324575861,2000-04-11,Bluebird Nightclub,Bloomington,IN,USA,Fish - Pork Tornado Spring 2000,,,,833,https://phish.net/setlists/jon-fishman-april-11-2000-bluebird-nightclub-bloomington-in-usa.html
1324575924,2000-04-12,The Blue Note,Columbia,MO,USA,Fish - Pork Tornado Spring 2000,,,,107,https://phish.net/setlists/jon-fishman-april-12-2000-the-blue-note-columbia-mo-usa.html
1324576024,2000-04-13,"The Gargoyle, Washington University",St. Louis,MO,USA,Fish - Pork Tornado Spring 2000,,,,1100,https://phish.net/setlists/jon-fishman-april-13-2000-the-gargoyle-washington-university-st-louis-mo-usa.html
1324576093,2000-04-14,The Rave,Milwaukee,WI,USA,Fish - Pork Tornado Spring 2000,,,,147,https://phish.net/setlists/jon-fishman-april-14-2000-the-rave-milwaukee-wi-usa.html
1324576202,2000-04-15,Double Door,Chicago,IL,USA,Fish - Pork Tornado Spring 2000,,,,1101,https://phish.net/setlists/jon-fishman-april-15-2000-double-door-chicago-il-usa.html
1325872355,2000-05-03,"Mead Chapel, Middlebury College",Middlebury,VT,USA,Not Part of a Tour,,,,1128,https://phish.net/setlists/mike-gordon-may-03-2000-mead-chapel-middlebury-college-middlebury-vt-usa.html
1298350926,2000-05-04,Saenger Theatre,New Orleans,LA,USA,Not Part of a Tour,,,,802,https://phish.net/setlists/trey-anastasio-may-04-2000-saenger-theater-new-orleans-la-usa.html
1336010876,2000-05-07,Cajun Queen Riverboat,New Orleans,LA,USA,Not Part of a Tour,,,,1241,https://phish.net/setlists/guest-appearance-may-07-2000-cajun-queen-riverboat-new-orleans-la-usa.html
1355061778,2000-05-07,Tipitina's Uptown,New Orleans,LA,USA,Not Part of a Tour,,,,1065,https://phish.net/setlists/guest-appearance-may-07-2000-tipitinas-uptown-new-orleans-la-usa.html
1251863384,2000-05-15,Sonic Studios,Philadelphia,PA,USA,Not Part of a Tour,,,,375,https://phish.net/setlists/phish-may-15-2000-sonic-studios-philadelphia-pa-usa.html
1264210581,2000-05-15,Sonic Studios,Philadelphia,PA,USA,Not Part of a Tour,,,,375,https://phish.net/setlists/phish-may-15-2000-sonic-studios-philadelphia-pa-usa-2.html
1251863674,2000-05-16,Ed Sullivan Theater,New York,NY,USA,Not Part of a Tour,,,,228,https://phish.net/setlists/phish-may-16-2000-ed-sullivan-theater-new-york-ny-usa.html
1251863891,2000-05-18,Fantasy Studios,Berkeley,CA,USA,Not Part of a Tour,,,,376,https://phish.net/setlists/phish-may-18-2000-fantasy-studios-berkeley-ca-usa.html
1251864582,2000-05-19,Key Club,Los Angeles,CA,USA,Not Part of a Tour,,,,377,https://phish.net/setlists/phish-may-19-2000-key-club-los-angeles-ca-usa.html
1251864756,2000-05-19,Key Club,Los Angeles,CA,USA,Not Part of a Tour,,,,377,https://phish.net/setlists/phish-may-19-2000-key-club-los-angeles-ca-usa-2.html
1332720009,2000-05-20,"Studio 8H, NBC Studios",New York,NY,USA,Not Part of a Tour,,,,227,https://phish.net/setlists/guest-appearance-may-20-2000-studio-8h-nbc-studios-new-york-ny-usa.html
1251255837,2000-05-21,Radio City Music Hall,New York,NY,USA,2000 NYC Tour,,,,275,https://phish.net/setlists/phish-may-21-2000-radio-city-music-hall-new-york-ny-usa.html
1251865168,2000-05-22,Radio City Music Hall,New York,NY,USA,2000 NYC Tour,,,,275,https://phish.net/setlists/phish-may-22-2000-radio-city-music-hall-new-york-ny-usa.html
1251865792,2000-05-23,Roseland Ballroom,New York,NY,USA,2000 NYC Tour,,,,96,https://phish.net/setlists/phish-may-23-2000-roseland-ballroom-new-york-ny-usa.html
1251866690,2000-06-09,On Air East,"Shibuya-ku, Tokyo",,Japan,2000 Summer Japan Tour,,,,378,https://phish.net/setlists/phish-june-09-2000-on-air-east-shibuya-ku-tokyo-japan.html
1251867104,2000-06-10,Zepp,"Koto-ku, Tokyo",,Japan,2000 Summer Japan Tour,,,,379,https://phish.net/setlists/phish-june-10-2000-zepp-koto-ku-tokyo-japan.html
1251867493,2000-06-11,Hibiya Outdoor Theatre,"Chiyoda-ku, Tokyo",,Japan,2000 Summer Japan Tour,,,,380,https://phish.net/setlists/phish-june-11-2000-hibiya-outdoor-theatre-chiyoda-ku-tokyo-japan.html
1251868073,2000-06-13,Club Quattro,"Naka-ku, Nagoya",,Japan,2000 Summer Japan Tour,,,,381,https://phish.net/setlists/phish-june-13-2000-club-quattro-naka-ku-nagoya-japan.html
1251868714,2000-06-14,Drum Logos,"Chuo-ku, Fukuoka",,Japan,2000 Summer Japan Tour,,,,382,https://phish.net/setlists/phish-june-14-2000-drum-logos-chuo-ku-fukuoka-japan.html
1251869596,2000-06-15,Big Cat,"Chuo-ku, Osaka",,Japan,2000 Summer Japan Tour,,,,383,https://phish.net/setlists/phish-june-15-2000-big-cat-chuo-ku-osaka-japan.html
1251870050,2000-06-16,Zepp,"Suminoe-ku, Osaka",,Japan,2000 Summer Japan Tour,,,,384,https://phish.net/setlists/phish-june-16-2000-zepp-suminoe-ku-osaka-japan.html
1251870599,2000-06-22,AmSouth Amphitheatre,Antioch,TN,USA,2000 Summer U.S. Tour,,,,395,https://phish.net/setlists/phish-june-22-2000-amsouth-amphitheatre-antioch-tn-usa.html
1251946892,2000-06-23,Lakewood Amphitheatre,Atlanta,GA,USA,2000 Summer U.S. Tour,,,,396,https://phish.net/setlists/phish-june-23-2000-lakewood-amphitheatre-atlanta-ga-usa.html
1334714735,2000-06-23,Variety Playhouse,Atlanta,GA,USA,Not Part of a Tour,,,,105,https://phish.net/setlists/guest-appearance-june-23-2000-variety-playhouse-atlanta-ga-usa.html
1251947314,2000-06-24,Lakewood Amphitheatre,Atlanta,GA,USA,2000 Summer U.S. Tour,,,,396,https://phish.net/setlists/phish-june-24-2000-lakewood-amphitheatre-atlanta-ga-usa.html
1251947716,2000-06-25,ALLTEL Pavilion at Walnut Creek,Raleigh,NC,USA,2000 Summer U.S. Tour,,,,397,https://phish.net/setlists/phish-june-25-2000-alltel-pavilion-at-walnut-creek-raleigh-nc-usa.html
1251947925,2000-06-27,"NBC Television Studios, Studio 6A",New York,NY,USA,Not Part of a Tour,,,,385,https://phish.net/setlists/phish-june-27-2000-nbc-television-studios-studio-6a-new-york-ny-usa.html
1251948173,2000-06-28,PNC Bank Arts Center,Holmdel,NJ,USA,2000 Summer U.S. Tour,,,,398,https://phish.net/setlists/phish-june-28-2000-pnc-bank-arts-center-holmdel-nj-usa.html
1251948705,2000-06-29,PNC Bank Arts Center,Holmdel,NJ,USA,2000 Summer U.S. Tour,,,,398,https://phish.net/setlists/phish-june-29-2000-pnc-bank-arts-center-holmdel-nj-usa.html
1250813104,2000-06-30,Meadows Music Theatre,Hartford,CT,USA,2000 Summer U.S. Tour,,,,1,https://phish.net/setlists/phish-june-30-2000-meadows-music-theatre-hartford-ct-usa.html
1250971772,2000-07-01,Meadows Music Theatre,Hartford,CT,USA,2000 Summer U.S. Tour,,,,1,https://phish.net/setlists/phish-july-01-2000-meadows-music-theatre-hartford-ct-usa.html
1251950810,2000-07-03,E Centre,Camden,NJ,USA,2000 Summer U.S. Tour,,,,399,https://phish.net/setlists/phish-july-03-2000-e-centre-camden-nj-usa.html
1251951565,2000-07-04,E Centre,Camden,NJ,USA,2000 Summer U.S. Tour,,,,399,https://phish.net/setlists/phish-july-04-2000-e-centre-camden-nj-usa.html
1251954709,2000-07-06,Molson Amphitheatre,"Toronto, Ontario",,Canada,2000 Summer U.S. Tour,,,,386,https://phish.net/setlists/phish-july-06-2000-molson-amphitheatre-toronto-ontario-canada.html
1252032213,2000-07-07,Star Lake Amphitheatre,Burgettstown,PA,USA,2000 Summer U.S. Tour,,,,400,https://phish.net/setlists/phish-july-07-2000-star-lake-amphitheatre-burgettstown-pa-usa.html
1252032409,2000-07-08,Alpine Valley Music Theatre,East Troy,WI,USA,2000 Summer U.S. Tour,,,,3,https://phish.net/setlists/phish-july-08-2000-alpine-valley-music-theatre-east-troy-wi-usa.html
1252032689,2000-07-10,Deer Creek Music Center,Noblesville,IN,USA,2000 Summer U.S. Tour,,,,401,https://phish.net/setlists/phish-july-10-2000-deer-creek-music-center-noblesville-in-usa.html
1335110264,2000-07-10,Private Home,Indianapolis,IN,USA,Not Part of a Tour,,,,1230,https://phish.net/setlists/guest-appearance-july-10-2000-private-home-indianapolis-in-usa.html
1252033181,2000-07-11,Deer Creek Music Center,Noblesville,IN,USA,2000 Summer U.S. Tour,,,,401,https://phish.net/setlists/phish-july-11-2000-deer-creek-music-center-noblesville-in-usa.html
1252033560,2000-07-12,Deer Creek Music Center,Noblesville,IN,USA,2000 Summer U.S. Tour,,,,401,https://phish.net/setlists/phish-july-12-2000-deer-creek-music-center-noblesville-in-usa.html
1252033907,2000-07-14,Polaris Amphitheater,Columbus,OH,USA,2000 Summer U.S. Tour,,,,387,https://phish.net/setlists/phish-july-14-2000-polaris-amphitheater-columbus-oh-usa.html
1252034378,2000-07-15,Polaris Amphitheater,Columbus,OH,USA,2000 Summer U.S. Tour,,,,387,https://phish.net/setlists/phish-july-15-2000-polaris-amphitheater-columbus-oh-usa.html
1252034686,2000-07-17,"KLRU Studios, University of Texas",Austin,TX,USA,Not Part of a Tour,,,,388,https://phish.net/setlists/phish-july-17-2000-klru-studios-university-of-texas-austin-tx-usa.html
1324573404,2000-08-04,Lake Champlain Transportation Company Ferry,Burlington,VT,USA,Not Part of a Tour,,,,1096,https://phish.net/setlists/jon-fishman-august-04-2000-lake-champlain-transportation-company-ferry-burlington-vt-usa.html
1324573502,2000-08-17,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/jon-fishman-august-17-2000-higher-ground-winooski-vt-usa.html
1252035068,2000-09-08,Pepsi Arena,Albany,NY,USA,2000 Fall Tour,,,,273,https://phish.net/setlists/phish-september-08-2000-pepsi-arena-albany-ny-usa.html
1252035400,2000-09-09,Pepsi Arena,Albany,NY,USA,2000 Fall Tour,,,,273,https://phish.net/setlists/phish-september-09-2000-pepsi-arena-albany-ny-usa.html
1252035823,2000-09-11,Tweeter Center,Mansfield,MA,USA,2000 Fall Tour,,,,402,https://phish.net/setlists/phish-september-11-2000-tweeter-center-mansfield-ma-usa.html
1252036061,2000-09-12,Tweeter Center,Mansfield,MA,USA,2000 Fall Tour,,,,402,https://phish.net/setlists/phish-september-12-2000-tweeter-center-mansfield-ma-usa.html
1252036352,2000-09-14,Darien Lake Performing Arts Center,Darien Center,NY,USA,2000 Fall Tour,,,,361,https://phish.net/setlists/phish-september-14-2000-darien-lake-performing-arts-center-darien-center-ny-usa.html
1252036584,2000-09-15,Hersheypark Stadium,Hershey,PA,USA,2000 Fall Tour,,,,389,https://phish.net/setlists/phish-september-15-2000-hersheypark-stadium-hershey-pa-usa.html
1249948108,2000-09-17,Merriweather Post Pavilion,Columbia,MD,USA,2000 Fall Tour,,,,9,https://phish.net/setlists/phish-september-17-2000-merriweather-post-pavilion-columbia-md-usa.html
1252037665,2000-09-18,Blossom Music Center,Cuyahoga Falls,OH,USA,2000 Fall Tour,,,,223,https://phish.net/setlists/phish-september-18-2000-blossom-music-center-cuyahoga-falls-oh-usa.html
1252037936,2000-09-20,Riverbend Music Center,Cincinnati,OH,USA,2000 Fall Tour,,,,390,https://phish.net/setlists/phish-september-20-2000-riverbend-music-center-cincinnati-oh-usa.html
1252038897,2000-09-22,Allstate Arena,Rosemont,IL,USA,2000 Fall Tour,,,,237,https://phish.net/setlists/phish-september-22-2000-allstate-arena-rosemont-il-usa.html
1252039301,2000-09-23,Allstate Arena,Rosemont,IL,USA,2000 Fall Tour,,,,237,https://phish.net/setlists/phish-september-23-2000-allstate-arena-rosemont-il-usa.html
1252039847,2000-09-24,Target Center,Minneapolis,MN,USA,2000 Fall Tour,,,,158,https://phish.net/setlists/phish-september-24-2000-target-center-minneapolis-mn-usa.html
1252040245,2000-09-25,Sandstone Amphitheatre,Bonner Springs,KS,USA,2000 Fall Tour,,,,403,https://phish.net/setlists/phish-september-25-2000-sandstone-amphitheatre-bonner-springs-ks-usa.html
1252040463,2000-09-27,Fiddler's Green,Englewood,CO,USA,2000 Fall Tour,,,,391,https://phish.net/setlists/phish-september-27-2000-fiddlers-green-englewood-co-usa.html
1252040690,2000-09-29,Thomas & Mack Center,Las Vegas,NV,USA,2000 Fall Tour,,,,230,https://phish.net/setlists/phish-september-29-2000-thomas-mack-center-las-vegas-nv-usa.html
1252041076,2000-09-30,Thomas & Mack Center,Las Vegas,NV,USA,2000 Fall Tour,,,,230,https://phish.net/setlists/phish-september-30-2000-thomas-mack-center-las-vegas-nv-usa.html
1335110947,2000-09-30,House of Blues,Las Vegas,NV,USA,Not Part of a Tour,,,,1109,https://phish.net/setlists/guest-appearance-september-30-2000-house-of-blues-las-vegas-nv-usa.html
1252041434,2000-10-01,Blockbuster Desert Sky Pavilion,Phoenix,AZ,USA,2000 Fall Tour,,,,1520,https://phish.net/setlists/phish-october-01-2000-desert-sky-pavilion-phoenix-az-usa.html
1252041742,2000-10-03,NBC Studios,Burbank,CA,USA,Not Part of a Tour,,,,392,https://phish.net/setlists/phish-october-03-2000-nbc-studios-burbank-ca-usa.html
1252041962,2000-10-04,Coors Amphitheatre,Chula Vista,CA,USA,2000 Fall Tour,,,,245,https://phish.net/setlists/phish-october-04-2000-coors-amphitheatre-chula-vista-ca-usa.html
1252042383,2000-10-05,Verizon Wireless Amphitheater,Irvine,CA,USA,2000 Fall Tour,,,,393,https://phish.net/setlists/phish-october-05-2000-verizon-wireless-amphitheater-irvine-ca-usa.html
1252042694,2000-10-06,Shoreline Amphitheatre,Mountain View,CA,USA,2000 Fall Tour,,,,247,https://phish.net/setlists/phish-october-06-2000-shoreline-amphitheatre-mountain-view-ca-usa.html
1252043276,2000-10-07,Shoreline Amphitheatre,Mountain View,CA,USA,2000 Fall Tour,,,,247,https://phish.net/setlists/phish-october-07-2000-shoreline-amphitheatre-mountain-view-ca-usa.html
1354250285,2000-10-23,Red Square,Burlington,VT,USA,Not Part of a Tour,,,,1244,https://phish.net/setlists/guest-appearance-october-23-2000-red-square-burlington-vt-usa.html
1354249133,2000-11-04,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/guest-appearance-november-04-2000-higher-ground-winooski-vt-usa.html
1354251195,2000-11-16,Tuttle Middle School Auditorium,South Burlington,VT,USA,Not Part of a Tour,,,,1243,https://phish.net/setlists/guest-appearance-november-16-2000-tuttle-middle-school-auditorium-south-burlington-vt-usa.html
1327462697,2000-11-18,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/guest-appearance-november-18-2000-higher-ground-winooski-vt-usa.html
1342149176,2000-11-25,The Living Room,Providence,RI,USA,Not Part of a Tour,,,,32,https://phish.net/setlists/guest-appearance-november-25-2000-the-living-room-providence-ri-usa.html
1328234841,2000-12-01,Palace Theatre,Albany,NY,USA,Not Part of a Tour,,,,302,https://phish.net/setlists/guest-appearance-december-01-2000-palace-theatre-albany-ny-usa.html
1333326079,2000-12-01,Club Metronome,Burlington,VT,USA,Not Part of a Tour,,,,1075,https://phish.net/setlists/guest-appearance-december-01-2000-club-metronome-burlington-vt-usa.html
1333319446,2000-12-03,Unknown Venue,New Rochelle,NY,USA,Not Part of a Tour,,,,1205,https://phish.net/setlists/guest-appearance-december-03-2000-unknown-venue-new-rochelle-ny-usa.html
1328075922,2000-12-06,Irving Plaza,New York,NY,USA,Not Part of a Tour,,,,944,https://phish.net/setlists/page-mcconnell-december-06-2000-irving-plaza-new-york-ny-usa.html
1328235836,2000-12-15,The Odeon,Cleveland,OH,USA,Not Part of a Tour,,,,1046,https://phish.net/setlists/guest-appearance-december-15-2000-the-odeon-cleveland-oh-usa.html
1324576711,2000-12-28,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/jon-fishman-december-28-2000-higher-ground-winooski-vt-usa.html
1326774743,2000-12-31,Henry J. Kaiser Auditorium,Oakland,CA,USA,Not Part of a Tour,,,,1148,https://phish.net/setlists/guest-appearance-december-31-2000-henry-j-kaiser-auditorium-oakland-ca-usa.html
1333329626,2000-12-31,Henry J. Kaiser Auditorium,Oakland,CA,USA,Not Part of a Tour,,,,1148,https://phish.net/setlists/guest-appearance-december-31-2000-henry-j-kaiser-auditorium-oakland-ca-usa-2.html
1337140265,2001-01-20,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/guest-appearance-january-20-2001-higher-ground-winooski-vt-usa.html
1327429012,2001-01-23,Higher Ground,Winooski,VT,USA,Not Part of a Tour,,,,278,https://phish.net/setlists/guest-appearance-january-23-2001-higher-ground-winooski-vt-usa.html
1320433445,2001-02-02,Troy Savings Bank Music Hall,Troy,NY,USA,Not Part of a Tour,,,,995,https://phish.net/setlists/trey-anastasio-february-02-2001-troy-savings-bank-music-hall-troy-ny-usa.html
1320433474,2001-02-04,The Flynn Theatre,Burlington,VT,USA,Not Part of a Tour,,,,16,https://phish.net/setlists/trey-anastasio-february-04-2001-the-flynn-theatre-burlington-vt-usa.html
1298482564,2001-02-21,The Orpheum Theatre,Boston,MA,USA,TAB - The Sextet,,,,190,https://phish.net/setlists/trey-anastasio-february-21-2001-the-orpheum-theatre-boston-ma-usa.html
1298482861,2001-02-22,Landmark Theatre,Syracuse,NY,USA,TAB - The Sextet,,,,811,https://phish.net/setlists/trey-anastasio-february-22-2001-landmark-theatre-syracuse-ny-usa.html
1337219653,2001-02-22,Armory High,Syracuse,NY,USA,Not Part of a Tour,,,,1102,https://phish.net/setlists/guest-appearance-february-22-2001-armory-high-syracuse-ny-usa.html
1298482942,2001-02-23,"NBC Television Studios, Studio 6B",New York,NY,USA,Not Part of a Tour,,,,770,https://phish.net/setlists/trey-anastasio-february-23-2001-nbc-television-studios-studio-6b-new-york-ny-usa.html
1298483219,2001-02-23,Roseland Ballroom,New York,NY,USA,TAB - The Sextet,,,,96,https://phish.net/setlists/trey-anastasio-february-23-2001-roseland-ballroom-new-york-ny-usa.html
1298483303,2001-02-24,Tower Theatre,Upper Darby,PA,USA,TAB - The Sextet,,,,317,https://phish.net/setlists/trey-anastasio-february-24-2001-tower-theatre-upper-darby-pa-usa.html
1327427474,2001-02-25,Academy of Music Theatre,Northampton,MA,USA,Not Part of a Tour,,,,1155,https://phish.net/setlists/guest-appearance-february-25-2001-academy-of-music-northampton-ma-usa.html
1298483456,2001-02-26,State Theatre,Cleveland,OH,USA,TAB - The Sextet,,,,804,https://phish.net/setlists/trey-anastasio-february-26-2001-state-theatre-cleveland-oh-usa.html
