show_id,date,artist_name,venue,city,state,country,tour_name,setlist,rating,reviews,venue_id,permalink
1454708576,2016-07-20,Phish,Bill Graham Civic Auditorium,San Francisco,CA,USA,2016 Summer Tour,"1: Demand, The Curtain With, Alumni Blues, Letter to Jimmy Page, Alumni Blues, Fuck Your Face, Cry Baby Cry, Sing Monica, McGrupp and the Watchful Hosemasters, The Very Long Fuse, Big Black Furry Creature from Mars, Walk Away, Sanity, David Bowie | 2: No Men In No Man's Land, Mike's Song, Fee, Seven Below, Waiting All Night, Gotta Jibboo, Miss You, Weekapaug Groove, The Oh Kee Pa Ceremony, Suzy Greenberg, Julius | e: Wading in the Velvet Sea, Character Zero",,,816,https://phish.net/setlists/phish-july-20-2016-bill-graham-civic-auditorium-san-francisco-ca-usa.html
1454708604,2016-07-22,Phish,The Forum,Inglewood,CA,USA,2016 Summer Tour,"1: The Moma Dance, Sample in a Jar, Paul and Silas, Yarmouth Road, Kill Devil Falls, Horn, Halfway to the Moon, Heavy Things, Blaze On, Stash, Cavern, Run Like an Antelope | 2: Axilla, Fuego, Back on the Train, Saw It Again, Prince Caspian, Waves, Joy, The Wedge, Scent of a Mule, Rock and Roll, You Enjoy Myself | e: Boogie On Reggae Woman, Bouncing Around the Room, Golgi Apparatus",,,1314,https://phish.net/setlists/phish-july-22-2016-the-forum-inglewood-ca-usa.html
1454708684,2016-07-23,Phish,Sleep Train Amphitheatre,Chula Vista,CA,USA,2016 Summer Tour,"1: Farmhouse, 555, Water in the Sky, Ghost, Ass Handed, The Sloth, Martian Monster, Reba, Ass Handed, Tube, Wolfman's Brother, Walls of the Cave | 2: Also Sprach Zarathustra, 46 Days, Piper, Twist, Backwards Down the Number Line, Carini, Harry Hood, Loving Cup | e: Sleeping Monkey, Tweezer Reprise",,,1315,https://phish.net/setlists/phish-july-23-2016-sleep-train-amphitheatre-chula-vista-ca-usa.html
1455776612,2016-08-26,Phish,Oak Ridge Farm,Arrington,VA,USA,2016 Summer Tour,"1: Wilson, Down with Disease, Free, Wolfman's Brother, Tube, 555, It's Ice, Wingsuit, Simple, Space Oddity | 2: Punch You in the Eye, Blaze On, Fuego, Ghost, Bathtub Gin, Backwards Down the Number Line, You Enjoy Myself | e: Character Zero",,,1286,https://phish.net/setlists/phish-august-26-2016-oak-ridge-farm-arrington-va-usa.html
1455776641,2016-08-28,Phish,Oak Ridge Farm,Arrington,VA,USA,2016 Summer Tour,"1: Sample in a Jar, Martian Monster, Axilla, The Moma Dance, Halley's Comet, AC/DC Bag, Fuck Your Face, 46 Days, The Line, Limb By Limb, Possum, First Tube | 2: Carini, Chalk Dust Torture, Twist, Light, Tweezer, No Quarter, Also Sprach Zarathustra, Harry Hood, Tweezer Reprise | e: Loving Cup",,,1286,https://phish.net/setlists/phish-august-28-2016-oak-ridge-farm-arrington-va-usa.html
1454708704,2016-09-02,Phish,Dick's Sporting Goods Park,Commerce City,CO,USA,2016 Summer Tour,"1: Ghost, No Men In No Man's Land, Breath and Burning, Undermind, Heavy Things, Stash, Ass Handed, The Wedge, Alaska, 46 Days | 2: Run Like an Antelope, Mercury, Seven Below, Birds of a Feather, Wombat, Tweezer, Runaway Jim, Suzy Greenberg | e: Bug, Tweezer Reprise",,,961,https://phish.net/setlists/phish-september-02-2016-dicks-sporting-goods-park-commerce-city-co-usa.html
1454708721,2016-09-03,Phish,Dick's Sporting Goods Park,Commerce City,CO,USA,2016 Summer Tour,"1: Slave to the Traffic Light, Down with Disease, What's the Use?, Maze, Farmhouse, 555, Wolfman's Brother, Divided Sky, Rock and Roll | 2: Fuego, Sand, Blaze On, Simple, Twist, Theme From the Bottom, Also Sprach Zarathustra, Harry Hood | e: The Squirming Coil",,,961,https://phish.net/setlists/phish-september-03-2016-dicks-sporting-goods-park-commerce-city-co-usa.html
1454708735,2016-09-04,Phish,Dick's Sporting Goods Park,Commerce City,CO,USA,2016 Summer Tour,"1: The Moma Dance, Chalk Dust Torture, Mike's Song, Wingsuit, Weekapaug Groove, Party Time, Bathtub Gin, Split Open and Melt, Tube, Character Zero | 2: Crosseyed and Painless, Steam, Piper, Light, The Lizards, First Tube | e: Walls of the Cave",,,961,https://phish.net/setlists/phish-september-04-2016-dicks-sporting-goods-park-commerce-city-co-usa.html
1475630045,2016-10-10,Phish,NBC Studios,New York,NY,USA,Not Part of a Tour,"1: Breath and Burning, Blaze On",,,1311,https://phish.net/setlists/phish-october-10-2016-nbc-studios-new-york-ny-usa.html
1470182793,2016-10-14,Phish,North Charleston Coliseum,North Charleston,SC,USA,2016 Fall Tour,"1: Petrichor, Ghost, Heavy Things, Home, Poor Heart, Bathtub Gin, 555, Horn, More | 2: No Men In No Man's Land, Down with Disease, Cities, Roggae, Twenty Years Later, Light, Free, Boogie On Reggae Woman, Harry Hood | e: Winterqueen, Tube, Rocky Top",,,698,https://phish.net/setlists/phish-october-14-2016-north-charleston-coliseum-north-charleston-sc-usa.html
1470182836,2016-10-15,Phish,North Charleston Coliseum,North Charleston,SC,USA,2016 Fall Tour,"1: Blaze On, What's the Use?, Martian Monster, Devotion To a Dream, Waking Up Dead, Timber (Jerry the Mule), Things People Do, Let Me Lie, Maze, Lengthwise, Maze, Ass Handed, Carini, Wolfman's Brother | 2: Mercury, Twist, I Always Wanted It This Way, Miss You, Fuego, Sand, Joy, Possum | e: Good Times Bad Times",,,698,https://phish.net/setlists/phish-october-15-2016-north-charleston-coliseum-north-charleston-sc-usa.html
1470182892,2016-10-16,Phish,Jacksonville Veterans Memorial Arena,Jacksonville,FL,USA,2016 Fall Tour,"1: Kill Devil Falls, The Moma Dance, Back on the Train, Undermind, Nellie Kane, Stash, Petrichor, Mike's Song, Bouncing Around the Room, Weekapaug Groove | 2: Crosseyed and Painless, Steam, Piper, Wingsuit, Sparkle, The Wedge, Wading in the Velvet Sea, Run Like an Antelope | e: The Ballad of Curtis Loew, Character Zero",,,1379,https://phish.net/setlists/phish-october-16-2016-jacksonville-veterans-memorial-arena-jacksonville-fl-usa.html
1470182925,2016-10-18,Phish,Ascend Amphitheater,Nashville,TN,USA,2016 Fall Tour,"1: Chalk Dust Torture, Blaze On, Ghost, Lawn Boy, Halley's Comet, Sand, Tide Turns, 46 Days, Breath and Burning, Limb By Limb, Cavern, Also Sprach Zarathustra | 2: Julius, Fuego, My Friend, My Friend, Samson and Delilah, Twist, Miss You, West L.A. Fadeaway, Playing in the Band | e: Quinn the Eskimo (The Mighty Quinn)",,,1329,https://phish.net/setlists/phish-october-18-2016-ascend-amphitheater-nashville-tn-usa.html
1470182947,2016-10-19,Phish,Ascend Amphitheater,Nashville,TN,USA,2016 Fall Tour,"1: Theme From the Bottom, Camel Walk, My Soul, Petrichor, Stealing Time From the Faulty Plan, My Sweet One, Waking Up Dead, Halfway to the Moon, Running Out of Time, Tube, Shine a Light | 2: Golden Age, Tweezer, No Men In No Man's Land, Plasma, Harry Hood, Suzy Greenberg | e: Walls of the Cave, Tweezer Reprise",,,1329,https://phish.net/setlists/phish-october-19-2016-ascend-amphitheater-nashville-tn-usa.html
1470182980,2016-10-21,Phish,Verizon Wireless Amphitheatre at Encore Park,Alpharetta,GA,USA,2016 Fall Tour,"1: A Song I Heard the Ocean Sing, AC/DC Bag, Back on the Train, Blaze On, Sugar Shack, Things People Do, Birds of a Feather, Mercury, Let's Go, Alaska, More | 2: Down with Disease, Carini, Winterqueen, Ghost, Possum, Slave to the Traffic Light | e: Loving Cup",,,768,https://phish.net/setlists/phish-october-21-2016-verizon-wireless-amphitheatre-at-encore-park-alpharetta-ga-usa.html
1470182997,2016-10-22,Phish,Verizon Wireless Amphitheatre at Encore Park,Alpharetta,GA,USA,2016 Fall Tour,"1: Mike's Song, Ass Handed, Weekapaug Groove, Waiting All Night, Sample in a Jar, Bathtub Gin, Rift, Stash, Funky Bitch, Your Pet Cat, Character Zero | 2: Run Like an Antelope, Fuego, Runaway Jim, No Quarter, Simple, 46 Days, Sneakin' Sally Through the Alley, 46 Days | e: Makisupa Policeman, First Tube",,,768,https://phish.net/setlists/phish-october-22-2016-verizon-wireless-amphitheatre-at-encore-park-alpharetta-ga-usa.html
1470183033,2016-10-24,Phish,Verizon Theatre at Grand Prairie,Grand Prairie,TX,USA,2016 Fall Tour,"1: No Men In No Man's Land, Breath and Burning, Poor Heart, Wolfman's Brother, Water in the Sky, My Soul, NICU, It's Ice, Ocelot, Fuck Your Face, Ass Handed, Saw It Again, Running Out of Time, David Bowie | 2: Dog Faced Boy, Seven Below, Petrichor, Maze, Dirt, I Always Wanted It This Way, Piper, Bug | e: Buffalo Bill, Rock and Roll",,,1327,https://phish.net/setlists/phish-october-24-2016-verizon-theatre-at-grand-prairie-grand-prairie-tx-usa.html
1470183058,2016-10-25,Phish,Verizon Theatre at Grand Prairie,Grand Prairie,TX,USA,2016 Fall Tour,"1: Daniel Saw the Stone, The Moma Dance, Chalk Dust Torture, Cities, Foam, Waking Up Dead, Divided Sky, I Didn't Know, Walk Away, What's the Use?, More | 2: Stealing Time From the Faulty Plan, Backwards Down the Number Line, Lifeboy, Meatstick, The Line, Tide Turns, Taste, Friday, Waves, Julius, Good Times Bad Times | e: Show of Life",,,1327,https://phish.net/setlists/phish-october-25-2016-verizon-theatre-at-grand-prairie-grand-prairie-tx-usa.html
1470183082,2016-10-28,Phish,MGM Grand Garden Arena,Las Vegas,NV,USA,2016 Fall Tour,"1: Martian Monster, No Men In No Man's Land, Dogs Stole Things, Beauty of My Dreams, Destiny Unbound, Limb By Limb, Home, When the Circus Comes, Steam, The Wedge, Cavern, Walls of the Cave | 2: Crimes of the Mind, Golden Age, Simple, Light, Twenty Years Later, Blaze On, The Squirming Coil | e: Bouncing Around the Room, Bold As Love",,,1316,https://phish.net/setlists/phish-october-28-2016-mgm-grand-garden-arena-las-vegas-nv-usa.html
1470183107,2016-10-29,Phish,MGM Grand Garden Arena,Las Vegas,NV,USA,2016 Fall Tour,"1: The Birds, Kill Devil Falls, 555, Roggae, Gumbo, Lawn Boy, Wilson, Maze, Wingsuit, More | 2: Mercury, Piper, Scents and Subtle Sounds, Tweezer, I Always Wanted It This Way, The Horse, Silent in the Morning, Golgi Apparatus | e: Shine a Light, Tweezer Reprise",,,1316,https://phish.net/setlists/phish-october-29-2016-mgm-grand-garden-arena-las-vegas-nv-usa.html
1470183126,2016-10-30,Phish,MGM Grand Garden Arena,Las Vegas,NV,USA,2016 Fall Tour,"1: The Dogs, Ghost, Funky Bitch, Chalk Dust Torture, Army of One, Heavy Things, How Many People Are You, Stash, Theme From the Bottom, Suzy Greenberg | 2: Down with Disease, Birds of a Feather, Fuego, Miss You, Harry Hood, Have Mercy, Harry Hood, A Day in the Life | e: Character Zero",,,1316,https://phish.net/setlists/phish-october-30-2016-mgm-grand-garden-arena-las-vegas-nv-usa.html
1470183147,2016-10-31,Phish,MGM Grand Garden Arena,Las Vegas,NV,USA,2016 Fall Tour,"1: Carini, Your Pet Cat, AC/DC Bag, Free, Possum, What's the Use?, Wombat, Tube, Wolfman's Brother, Ass Handed, Petrichor, Run Like an Antelope | 2: Five Years, Soul Love, Moonage Daydream, Starman, It Ain't Easy, Lady Stardust, Star, Hang On to Yourself, Ziggy Stardust, Suffragette City, Rock 'n' Roll Suicide | 3: 46 Days, Sand, Twist, Meatstick, Also Sprach Zarathustra, Backwards Down the Number Line, Slave to the Traffic Light | e: Space Oddity",,,1316,https://phish.net/setlists/phish-october-31-2016-mgm-grand-garden-arena-las-vegas-nv-usa.html
1475148892,2016-12-28,Phish,Madison Square Garden,New York,NY,USA,2016 NYE Run,"1: The Star-Spangled Banner, Stealing Time From the Faulty Plan, Lonesome Cowboy Bill, Free, Train Song, Prince Caspian, Roggae, Funky Bitch, Halfway to the Moon, Corinna, Stash, Cavern | 2: Wolfman's Brother, Golden Age, Simple, Chalk Dust Torture, Martian Monster, Tweezer Reprise, Martian Monster, Wingsuit, Possum | e: Good Times Bad Times",,,157,https://phish.net/setlists/phish-december-28-2016-madison-square-garden-new-york-ny-usa.html
1475148943,2016-12-29,Phish,Madison Square Garden,New York,NY,USA,2016 NYE Run,"1: Sweet Adeline, Peaches en Regalia, Mike's Song, Secret Smile, Weekapaug Groove, Roses Are Free, Poor Heart, 46 Days, Brian and Robert, Beauty of a Broken Heart, Theme From the Bottom, Split Open and Melt | 2: Down with Disease, What's the Use?, Fuego, Meatstick, Twenty Years Later, Kung, Twenty Years Later, Makisupa Policeman, Harry Hood | e: Julius",,,157,https://phish.net/setlists/phish-december-29-2016-madison-square-garden-new-york-ny-usa.html
1475148995,2016-12-30,Phish,Madison Square Garden,New York,NY,USA,2016 NYE Run,"1: Carolina, Blaze On, The Moma Dance, Gumbo, Cities, The Old Home Place, Bathtub Gin, Things People Do, My Friend, My Friend, Wilson, Sugar Shack, You Enjoy Myself | 2: Tweezer, Sparks, Ghost, Light, Wading in the Velvet Sea, Rocky Top | e: Rock and Roll, Tweezer Reprise",,,157,https://phish.net/setlists/phish-december-30-2016-madison-square-garden-new-york-ny-usa.html
1475149035,2016-12-31,Phish,Madison Square Garden,New York,NY,USA,2016 NYE Run,"1: Don't Bogart That Joint, Your Pet Cat, Kill Devil Falls, Back on the Train, My Soul, Lawn Boy, Divided Sky, Ya Mar, Character Zero, Walls of the Cave | 2: Also Sprach Zarathustra, Carini, Twist, Piper, Ass Handed, Piper, Sand, Slave to the Traffic Light, More | 3: Petrichor, Auld Lang Syne, Suzy Greenberg, No Men In No Man's Land, Breath and Burning, Tide Turns, 555, Ocelot, First Tube | e: Loving Cup",,,157,https://phish.net/setlists/phish-december-31-2016-madison-square-garden-new-york-ny-usa.html
